peliId|directorId|titol|durada|valoracio
11971|11181|Much Ado About Nothing|111|7.2
2625|6111|Mr. Jones|114|5.9
31911|2239|Mr. Wonderful|98|5.5
788|10965|Mrs. Doubtfire|125|7.0
21450|65452|Naked|131|7.5
11231|56828|The Next Karate Kid|107|4.8
41588|16939|The New Age|112|4.8
10447|10702|No Escape|118|6.1
31586|3026|North|87|4.8
9300|57206|Orlando|93|6.7
9559|190|A Perfect World|138|7.2
9800|16294|Philadelphia|125|7.6
713|10757|The Piano|121|7.1
8291|6482|Poetic Justice|109|6.9
18133|12920|The Program|112|6.0
25557|29482|The Puppet Masters|109|5.6
22588|141450|Radioland Murders|108|5.8
10872|34849|The Ref|97|6.7
1245|54441|The Remains of the Day|134|7.5
11858|14911|Renaissance Man|128|5.9
7007|648|Rising Sun|125|5.8
10467|9168|The Road to Wellville|118|5.5
5550|44056|RoboCop 3|104|4.2
8005|14639|Robin Hood: Men in Tights|104|6.4
2088|21377|Romeo Is Bleeding|100|5.7
10412|65026|Romper Stomper|94|6.6
47889|138322|Ruby in Paradise|114|5.6
14534|44847|Rudy|114|7.2
56583|15858|The Saint of Fort Washington|99|4.0
41878|127283|Savage Nights|126|6.2
424|488|Schindler's List|195|8.3
35233|12964|The Scout|101|5.3
14291|2260|Searching for Bobby Fischer|110|7.3
103413|8969|Second Best|105|5.9
11236|1128|The Secret Garden|102|7.1
11592|10367|Serial Mom|95|6.4
8850|52968|The Shadow|108|5.4
10445|4786|Shadowlands|131|6.8
695|9789|Short Cuts|187|6.9
43535|33405|A Simple Twist of Fate|106|5.7
12519|72624|Sirens|98|5.2
23210|64061|Six Degrees of Separation|112|6.5
858|9248|Sleepless in Seattle|105|6.5
867|13015|Sliver|108|4.9
78|578|Blade Runner|117|7.9
13203|54590|Son in Law|95|5.6
10442|15106|So I Married an Axe Murderer|93|6.1
11074|63943|Striking Distance|102|5.4
33367|111687|Harem|113|4.0
17585|15521|Surviving the Game|96|6.1
9057|45645|Terminal Velocity|102|5.0
20967|78012|Thirty Two Short Films About Glenn Gould|93|7.4
10635|41549|Threesome|93|6.3
9479|57646|The Nightmare Before Christmas|76|7.6
10057|18356|The Three Musketeers|105|6.2
11969|16566|Tombstone|130|7.4
41590|53387|Trial by Jury|107|5.5
319|893|True Romance|120|7.5
161158|1212571|Paris, France|112|6.0
218473|70241|The Beans of Egypt, Maine|0|0.0
85247|85547|Killer|97|3.0
11446|66605|Welcome to the Dollhouse|88|6.9
51980|20718|Germinal|160|6.3
24405|2778|Chasers|102|4.7
11655|10828|Cronos|94|6.4
11800|69696|Naked in New York|95|4.0
8223|309|Kika|117|6.8
14587|6220|Bhaji on the Beach|100|5.1
31504|3030|Little Big League|119|6.0
41653|91565|The Slingshot|102|6.2
53185|33315|Wide Eyed and Legless|102|0.0
95743|1006705|Foreign Student|90|0.0
23637|26265|Ciao, Professore!|100|7.2
17600|17883|Spanking the Monkey|106|5.3
10897|58448|The Little Rascals|82|6.3
349394|1354907|À la mode|82|0.0
21352|1174031|Andre|94|5.0
68806|105114|The Escort|92|5.0
37345|67756|Princess Caraboo|97|4.4
47507|2406|Café au Lait|94|6.8
25403|69488|Dear Diary|100|6.9
124304|1066960|I Don't Want to Talk About It|106|6.0
9066|31024|The Brady Bunch Movie|84|5.9
771|10965|Home Alone|103|7.1
251|3415|Ghost|127|6.9
280|2710|Terminator 2: Judgment Day|137|7.7
581|1269|Dances with Wolves|181|7.6
80350|589306|Tough and Deadly|92|6.3
268|510|Batman|126|7.0
274|16294|The Silence of the Lambs|119|8.1
408|5446|Snow White and the Seven Dwarfs|83|6.9
114|1201|Pretty Woman|119|7.0
41043|125340|Window to Paris|87|6.0
576|7767|The Wild Bunch|145|7.7
15477|78258|Love and a .45|101|5.5
59146|134026|The Wooden Man's Bride|113|6.5
124472|1080040|A Great Day in Harlem|60|7.0
30528|54967|Bye Bye Love|106|6.1
7300|52405|One Fine Day|108|6.1
10824|15557|Candyman: Farewell to the Flesh|93|5.0
261246|116607|Century|112|5.0
275|1223|Fargo|98|7.7
25059|4755|Homeward Bound II: Lost in San Francisco|89|6.0
11827|70616|Heavy Metal|90|6.3
23570|32278|The Pallbearer|97|4.6
47333|24657|Jane Eyre|112|7.1
54850|75474|Loaded|91|4.0
51242|49552|Bread and Chocolate|100|7.1
10112|57314|The Aristocats|78|7.1
4307|309|The Flower of My Secret|107|6.9
46029|37526|Two Much|118|5.1
32308|116103|Ed|94|3.6
88893|6818|Scream of Stone|105|7.5
52873|96627|My Favorite Season|127|6.4
340210|54767|Condition Red|83|4.7
44281|1044284|Halfaouine: Boy of the Terraces|98|7.4
28121|78029|A Thin Line Between Love and Hate|108|5.7
12520|72619|The Last Supper|92|6.5
1592|17812|Primal Fear|129|7.4
166901|173004|Rude|89|6.0
36447|69719|Carried Away|109|5.4
38884|15488|Land and Freedom|109|7.0
47449|974388|Denise Calls Up|80|6.6
36259|70835|Theodore Rex|92|3.6
41852|73496|A Family Thing|109|5.6
40926|230320|Frisk|88|3.0
9099|21217|Sgt. Bilko|90|5.5
2021|20773|Jack & Sarah|110|5.1
61752|5281|Girl 6|108|5.7
10988|34682|Diabolique|107|5.4
11479|69537|Little Indian, Big City|90|6.0
398959|43440|Roula|97|5.0
12652|20789|Nelly and Monsieur Arnaud|106|7.1
10684|9181|Courage Under Fire|117|6.2
954|1150|Mission: Impossible|110|6.7
68445|6759|Cold Fever|85|7.7
18989|2182|Moll Flanders|123|6.2
10801|1869|The Superwife|86|5.3
54285|105617|301, 302|100|6.2
8840|18878|DragonHeart|103|6.4
124625|26595|My Mother's Courage|93|0.0
11107|54590|Eddie|100|5.4
16417|80526|Yankee Zulu|100|6.0
70934|559920|Billy's Holiday|92|0.0
10363|9740|Purple Noon|115|7.3
161070|4173|August|94|5.3
10539|57646|James and the Giant Peach|79|6.2
10543|15890|Fear|97|6.1
18414|64030|Kids in the Hall: Brain Candy|89|5.9
47502|47773|Faithful|91|4.8
11902|15254|Underground|170|7.5
27098|96934|All Things Fair|130|6.1
25087|115983|Bloodsport II|90|5.2
5801|12160|Pather Panchali|125|7.9
896|12160|The World of Apu|117|8.2
3065|30021|Mystery Science Theater 3000: The Movie|73|7.0
2300|23677|Space Jam|88|6.5
8069|53767|Barbarella|98|5.7
288173|98940|Hostile Intentions|90|8.0
187851|98094|They Bite|98|5.5
27768|37852|Some Folks Call It a Sling Blade|25|7.5
221917|12804|The Run of the Country|0|8.0
8072|3776|Alphaville|100|6.8
35797|20556|Coup de Torchon|128|6.8
88030|54767|Tigrero: A Film That Was Never Made|75|7.5
185191|19069|The Eye of Vichy|110|0.0
83857|3097|Windows|96|5.8
33245|8876|It's My Party|110|6.2
124460|1080036|Country Life|118|8.0
27281|18254|Operation Dumbo Drop|107|4.7
105045|39298|The Promise|115|5.0
40001|24318|Mrs. Winterbourne|105|5.5
29621|104404|Solo|94|3.9
117730|585248|Under The Domim Tree|0|6.5
20762|43786|The Substitute|114|5.8
37144|1046169|True Crime|94|5.1
48260|172|Butterfly Kiss|88|7.4
12656|73838|Feeling Minnesota|99|5.5
38867|42113|Delta of Venus|99|3.3
277270|1661328|To Cross the Rubicon|0|0.0
25969|56059|Angus|90|6.8
44103|81964|Priest Daens|138|6.7
753|11147|Faces|130|7.1
43634|129708|Boys|86|5.3
9103|15111|The Quest|95|5.3
90214|59438|Cosi|102|7.1
29649|104507|Sunset Park|99|5.1
10990|7256|Mulholland Falls|107|6.2
8866|7145|The Truth About Cats & Dogs|93|5.7
12233|71792|Oliver & Company|74|6.5
23449|1175207|Celtic Pride|91|4.9
36355|129941|Flipper|95|5.3
37667|1016352|Captives|100|6.0
90148|1585647|Of Love and Shadows|103|4.4
922|4429|Dead Man|121|7.2
11876|25950|The Horseman on the Roof|135|6.7
52633|31310|Switchblade Sisters|91|6.6
62364|108499|Mouth to Mouth|106|5.5
11687|64909|The Visitors|107|7.1
9304|1524|Multiplicity|117|5.5
73183|940684|The Haunted World of Edward D. Wood, Jr.|112|10.0
9100|41549|The Craft|101|6.3
20759|68215|The Great White Hype|91|5.1
46063|5696|Last Dance|103|5.6
32513|19304|Cold Comfort Farm|95|7.0
36915|18500|Heaven's Prisoners|132|5.0
40507|19266|Original Gangstas|99|5.5
9802|865|The Rock|136|6.9
25697|29706|Getting Away with Murder|91|5.5
21588|87680|Cemetery Man|105|7.0
664|2209|Twister|113|6.1
11867|70792|Barb Wire|98|3.9
47119|16988|Le Garçu|102|5.0
314352|564791|Honeymoon|92|0.0
9323|12180|Ghost in the Shell|83|7.8
10280|64796|Thinner|92|5.5
10535|65548|Spy Hard|81|4.9
124613|145304|Brothers in Trouble|102|0.0
532|7314|A Close Shave|30|7.5
26744|81976|Force of Evil|78|6.6
16299|4610|The Stupids|94|4.2
10547|28239|The Arrival|115|6.1
245268|93906|The Man from Down Under|103|0.0
935|240|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb|95|8.0
55613|97579|Careful|100|7.8
215107|153908|Vermont Is for Lovers|88|0.0
41007|17784|A Month by the Lake|92|7.2
35645|114468|Gold Diggers: The Secret of Bear Mountain|94|5.8
110465|14860|Kim|113|7.0
255546|1090082|Carmen Miranda: Bananas Is My Business|91|10.0
40751|12453|Ashes of Time|100|7.1
275096|1209349|The Jar|86|8.0
85778|223825|Maya Lin: A Strong Clear Vision|105|0.0
11101|14614|Stalingrad|134|7.4
9826|18254|The Phantom|100|4.7
9879|41550|Striptease|115|4.4
63564|229695|The Last of the High Kings|102|5.7
22621|366|Heavy|105|7.7
7095|1776|Jack|113|5.9
26890|16378|I Shot Andy Warhol|103|6.1
46732|122728|The Grass Harp|107|6.1
124633|1009298|Someone Else's America|96|0.0
196940|1177451|Quartier Mozart|80|5.0
77771|1079380|Touki Bouki|85|7.3
181083|1153142|God's Gift|75|5.0
87190|21415|Pharaoh's  Army|90|6.3
627|2034|Trainspotting|93|7.8
32872|1214396|Til There Was You|113|3.9
602|6046|Independence Day|145|6.7
14553|4956|Stealing Beauty|116|6.6
9566|893|The Fan|116|5.7
9894|7399|The Cable Guy|96|5.7
9268|26713|Eraser|115|5.6
9327|4499|The Nutty Professor|95|5.4
123763|1066960|I, the Worst of All|105|6.8
81949|592762|An Unforgettable Summer|82|7.2
42005|544331|A Hungarian Fairy Tale|97|0.0
124306|41521|My Life and Times With Antonin Artaud|90|8.0
183955|262130|Midnight Dancers|100|7.0
44535|3111|Somebody to Love|102|5.1
44495|1144694|A Very Natural Thing|80|6.3
78285|138795|The Old Lady Who Walked in the Sea|0|0.0
11228|18878|Daylight|115|5.8
10779|108|The Frighteners|110|6.7
26748|102445|Lone Star|135|6.9
38223|18320|Harriet the Spy|100|5.7
9294|12962|Phenomenon|123|6.2
49963|56539|Walking and Talking|86|6.6
11363|12833|She's the One|96|5.7
1645|5572|A Time to Kill|149|7.0
31546|77076|American Buffalo|88|6.2
77056|28615|Rendezvous in Paris|94|6.5
36344|66076|Alaska|109|5.2
18550|40230|Fled|98|5.2
11511|12988|Kazaam|93|3.6
172198|1059880|Magic Hunter|106|6.0
34170|2357|Larger Than Life|93|5.4
281085|30869|A Boy Called Hate|0|6.0
109478|1046588|Power 98|89|4.0
124645|14132|Two Deaths|102|7.0
12606|15042|A Very Brady Sequel|90|5.8
69895|225140|Stefano Quantestorie|82|6.0
35206|793|Death in the Garden|104|7.4
151489|87397|Hedd Wyn|123|6.5
4837|28615|La Collectionneuse|89|6.5
9098|48685|Regular Guys|100|5.2
124614|81749|The Convent|91|6.5
18975|18308|The Adventures of Pinocchio|90|5.0
11962|71110|Joe's Apartment|78|5.0
2925|28904|The First Wives Club|102|6.5
28628|179609|Stonewall|99|7.2
3595|6159|Ransom|117|6.4
9308|7678|High School High|86|5.4
92381|183036|Phat Beach|89|5.4
18555|119310|Foxfire|102|6.3
12123|12989|Chain Reaction|107|5.3
10830|518|Matilda|98|6.9
3573|32983|Emma|121|6.7
10546|65602|The Crow: City of Angels|84|5.2
18862|92554|House Arrest|108|5.0
31417|37302|Eyes Without a Face|90|7.5
9431|10953|Bordello of Blood|87|5.0
124619|1080308|Lotto Land|87|7.0
297645|1189125|The Story of Xinghua|90|0.0
48144|146295|The Day the Sun Turned Cold|99|7.0
46986|91343|Flirt|85|7.5
144982|117808|The Big Squeeze|98|5.0
47907|1232954|The Spitfire Grill|117|6.8
10061|11770|Escape from L.A.|97|5.6
36266|107730|Cyclo|123|6.8
549|7482|Basquiat|108|6.6
